plate,fiber,ra,dec,z_qso,spectrum,rest_frame,dla_z,column_density,std_column_density,dla_confidence
788,362,211.914090,60.510056,4.762621,6269.024975,1087.877383,4.156848,20.611250,0.138990,0.250000
788,362,211.914090,60.510056,4.762621,6608.455958,1146.779572,4.436061,21.275437,0.107286,0.612500
788,362,211.914090,60.510056,4.762621,6880.183161,1193.932978,4.659581,21.036848,0.056645,1.000000
788,451,213.037050,60.609984,3.221279,3950.936048,935.957120,2.250007,20.413617,0.143035,0.312500
789,254,214.568560,58.554927,3.632198,4705.437400,1015.810918,2.870654,20.838306,0.068013,1.000000
789,309,214.752460,57.808577,2.925799,4718.456982,1201.910009,2.881363,20.414299,0.046893,1.000000
789,344,214.461100,59.873594,3.224675,4323.146969,1023.308782,2.556185,20.709994,0.082212,1.000000
789,368,214.776330,59.386763,2.328882,3948.207780,1186.046188,2.247763,20.929307,0.054947,1.000000
791,592,223.009660,57.182696,3.214296,4887.648887,1159.778233,3.020539,20.509037,0.070024,1.000000
792,382,223.469700,56.205583,2.745684,3952.755940,1055.282837,2.251504,20.452972,0.066533,1.000000
793,408,226.877700,55.619704,4.511963,5457.578611,990.133410,3.489359,20.362186,0.136441,0.487500
793,408,226.877700,55.619704,4.511963,6508.786108,1180.847229,4.354073,20.396317,0.099802,0.562500
794,56,232.090260,53.175140,2.816829,4336.107094,1136.049619,2.566846,20.472116,0.046006,1.000000
794,132,231.294640,53.423256,3.618537,4835.039206,1046.876805,2.977263,20.709016,0.059164,1.000000
794,163,230.193610,52.989802,3.385922,4577.201167,1043.612087,2.765167,20.648441,0.046820,1.000000
794,163,230.193610,52.989802,3.385922,5076.916259,1157.548244,3.176229,20.511722,0.050162,1.000000
794,402,229.569080,53.652082,3.085133,4732.602186,1158.494007,2.892999,20.429084,0.075760,1.000000
794,402,229.569080,53.652082,3.085133,4877.530570,1193.971036,3.012216,20.668095,0.089552,1.000000
796,415,234.991900,50.644493,3.685510,5210.747154,1112.098201,3.286317,20.581649,0.062413,1.000000
796,608,237.633800,50.874415,2.956211,3843.262072,971.450204,2.161435,20.312013,0.085014,1.000000
812,97,238.987080,48.004190,3.303939,4107.712126,954.407585,2.378970,20.825789,0.312271,0.275000
812,493,238.007050,48.846047,2.509309,4161.980106,1185.982780,2.423610,20.312733,0.075540,1.000000
813,20,242.570410,46.062064,3.082706,4771.995220,1168.831469,2.925403,20.722649,0.122971,1.000000
813,20,242.570410,46.062064,3.082706,5400.077591,1322.671195,3.442059,20.311767,0.275953,0.287500
813,116,241.976920,46.968005,3.113714,4175.418393,1014.999685,2.434664,20.522184,0.093101,1.000000
813,621,242.539290,47.412365,3.218827,4262.849499,1010.434770,2.506584,20.822778,0.053561,1.000000
814,289,242.831540,44.195567,4.013361,6056.197087,1208.011375,3.981777,20.542996,0.043315,1.000000
816,297,246.283780,41.467918,2.304307,3970.086781,1201.488482,2.265760,20.383373,0.049684,1.000000
817,540,249.360200,40.358703,3.716665,5313.736321,1126.587597,3.371035,20.674182,0.045462,1.000000
818,123,251.220120,37.682818,3.281498,4340.102636,1013.687892,2.570132,20.489458,0.071476,1.000000
819,63,253.534100,35.165282,2.854893,4141.903726,1074.453625,2.407095,20.843118,0.066851,1.000000
825,607,123.845310,34.513085,3.450811,4474.041416,1005.219387,2.680309,20.806773,0.040234,1.000000
826,45,125.053160,34.723841,3.493133,4110.550613,914.851742,2.381305,20.671236,0.084695,0.950000
826,45,125.053160,34.723841,3.493133,4756.636893,1058.645898,2.912770,20.655113,0.049862,1.000000
826,45,125.053160,34.723841,3.493133,4871.918336,1084.303149,3.007599,20.884540,0.076437,1.000000
826,295,123.867190,34.793625,3.202407,4871.918336,1159.316190,3.007599,20.351895,0.157745,0.375000
826,305,123.388870,35.136348,4.945239,5754.399373,967.900417,3.733521,20.706223,0.154897,0.412500
826,305,123.388870,35.136348,4.945239,6754.605666,1136.136931,4.556282,20.475925,0.075983,1.000000
826,428,124.787710,35.849405,3.149442,4738.053933,1141.853286,2.897484,20.387432,0.114830,1.000000
826,589,126.417190,35.737296,3.854942,5114.462516,1053.454898,3.207114,20.481324,0.089672,1.000000
826,589,126.417190,35.737296,3.854942,5658.482799,1165.509846,3.654621,20.911953,0.093840,1.000000
826,640,126.459050,35.801055,3.177562,4250.108332,1017.365711,2.496104,20.426929,0.077780,0.625000
827,456,127.720780,38.212083,3.173077,3881.503660,930.129868,2.192893,20.453368,0.172192,0.637500
827,456,127.720780,38.212083,3.173077,4494.692653,1077.069160,2.697297,20.405297,0.111049,1.000000
827,551,127.870670,37.746628,3.201995,4537.326169,1079.802875,2.732367,20.528800,0.093025,1.000000
829,117,132.385130,40.379818,3.746180,4693.534343,988.907771,2.860862,20.675327,0.081743,1.000000
829,117,132.385130,40.379818,3.746180,5592.422830,1178.299762,3.600280,20.362256,0.176949,1.000000
829,439,130.779980,40.607451,3.852763,5335.805618,1099.539723,3.389189,20.540609,0.100632,1.000000
830,161,133.545180,41.494063,3.452938,5400.077591,1212.699906,3.442059,20.365044,0.080544,1.000000
830,219,132.950600,40.494757,3.068406,4618.489919,1135.208679,2.799131,20.764729,0.068806,1.000000
830,233,133.198490,41.504672,3.150759,3868.120546,931.906806,2.181884,21.525022,0.186891,0.275000
830,233,133.198490,41.504672,3.150759,4050.419451,975.826221,2.331841,20.531111,0.147604,0.687500
830,233,133.198490,41.504672,3.150759,4597.269885,1107.573315,2.781676,20.894495,0.089507,1.000000
831,201,135.139580,42.263024,3.293742,5159.409512,1201.611457,3.244087,20.364967,0.242438,0.662500
831,283,134.372850,42.015175,3.541139,4477.133042,985.905332,2.682852,21.174836,0.050887,1.000000
831,283,134.372850,42.015175,3.541139,4904.559414,1080.028499,3.034450,20.379367,0.103462,1.000000
831,474,135.123080,43.014921,4.393849,6391.458892,1184.953271,4.257561,20.766293,0.047388,1.000000
832,566,139.690760,45.616364,2.745096,3891.347363,1039.051441,2.200990,20.711448,0.055890,1.000000
833,164,141.422490,45.202495,3.103583,5011.872336,1221.340525,3.122724,20.791140,0.136645,0.900000
834,144,144.701070,46.931211,3.107696,3935.500755,958.079834,2.237310,20.486116,0.129640,0.962500
834,292,142.645920,46.484894,3.012464,4568.777412,1138.646318,2.758238,20.792780,0.282378,0.325000
835,100,168.947670,3.910468,2.838793,4565.622502,1189.338017,2.755643,20.711210,0.058616,1.000000
836,313,169.585280,4.690335,3.458310,5078.085397,1139.015798,3.177191,20.504189,0.040622,1.000000
836,603,171.702600,5.941147,3.190823,5040.806191,1202.820090,3.146525,20.653324,0.059950,1.000000
837,31,174.146140,4.655340,4.341900,5865.431943,1098.004845,3.824855,20.329642,0.141777,1.000000
837,286,172.208520,3.804589,2.909534,4417.738449,1129.991061,2.633995,20.584702,0.057801,1.000000
838,412,175.185050,5.768994,3.034467,4721.717503,1170.344812,2.884045,20.380264,0.071315,1.000000
839,61,177.398010,4.674067,4.030210,4604.685784,915.406269,2.787776,20.585815,0.080076,0.350000
839,89,176.925750,3.724719,3.211925,4348.104769,1032.331948,2.576715,20.552086,0.188834,0.312500
839,243,176.019980,3.721082,3.088177,4184.080196,1023.458679,2.441789,20.393689,0.173757,0.325000
840,441,177.993120,5.878992,3.251058,4778.592532,1124.094853,2.930830,20.813364,0.036148,1.000000
841,344,178.910860,5.514048,3.474545,4387.326951,980.507951,2.608979,20.443056,0.073278,1.000000
841,344,178.910860,5.514048,3.474545,5257.750823,1175.035857,3.324982,20.730325,0.157897,1.000000
841,410,179.612680,6.097353,3.199274,4251.087068,1012.338562,2.496909,20.360819,0.151861,0.700000
841,410,179.612680,6.097353,3.199274,4622.745665,1100.844002,2.802632,20.729800,0.093947,1.000000
842,21,182.823320,4.372851,2.548691,4103.930525,1156.463182,2.375859,20.703396,0.068554,1.000000
842,323,180.381540,5.586144,4.830500,5465.123745,937.333612,3.495565,20.349850,0.205127,0.375000
842,323,180.381540,5.586144,4.830500,6480.372942,1111.460904,4.330701,20.379361,0.106991,0.412500
844,604,185.185540,5.851924,3.104128,4605.746174,1122.222870,2.788648,20.335822,0.087181,1.000000
848,146,194.209820,4.223318,3.145872,4885.398559,1178.376569,3.018688,20.828990,0.101666,1.000000
849,489,195.550180,5.617485,4.057849,5385.177220,1064.716897,3.429802,20.588718,0.079984,1.000000
849,584,196.259520,5.364213,4.100023,5676.753024,1113.083854,3.669650,21.201851,0.054964,0.762500
850,391,197.379340,5.295922,3.083095,4919.262524,1204.787651,3.046544,20.547925,0.054532,1.000000
852,10,202.702850,3.675563,2.829183,4037.383465,1054.372005,2.321118,21.427702,0.120123,1.000000
852,455,201.641970,5.986534,3.006096,4012.360996,1001.563894,2.300535,20.465757,0.114127,0.925000
853,606,204.924810,5.806160,2.979275,4358.128186,1095.206589,2.584960,20.553985,0.066196,1.000000
856,196,209.516570,3.826678,2.892052,4682.739514,1203.154426,2.851982,20.493681,0.052570,1.000000
857,129,114.894440,23.247416,2.861546,3948.207780,1022.442239,2.247763,20.392364,0.077595,0.750000
857,129,114.894440,23.247416,2.861546,4331.117839,1121.602020,2.562741,20.684487,0.115583,1.000000
857,461,115.546520,25.125207,4.519556,5543.703572,1004.374904,3.560204,20.349160,0.095080,0.600000
858,396,117.319490,26.794690,3.354439,4721.717503,1084.345763,2.884045,20.836344,0.036904,1.000000
859,453,119.755370,28.784281,2.850241,4652.645891,1208.403826,2.827228,20.427140,0.121330,0.912500
859,539,120.154690,29.123224,3.800634,4867.433200,1013.914682,3.003910,20.471808,0.042733,1.000000
860,441,121.470940,30.493720,3.430411,5382.697825,1214.943197,3.427762,20.393956,0.060986,1.000000
860,470,121.001340,30.346250,3.443830,4440.174108,999.177308,2.652450,20.634737,0.058112,1.000000
860,470,121.001340,30.346250,3.443830,5251.701096,1181.796126,3.320006,20.339958,0.079049,1.000000
861,330,123.178900,32.401136,3.452333,5073.410460,1139.494842,3.173345,20.965734,0.105281,0.825000
861,333,123.169530,32.135727,2.703150,4408.592932,1190.498060,2.626472,21.119034,0.156971,1.000000
862,543,126.435920,33.535788,2.925818,4237.405247,1079.368754,2.485654,20.574330,0.033615,1.000000
864,158,130.027720,36.425452,2.612026,4117.181380,1139.853757,2.386759,21.928999,0.083059,0.550000
864,261,128.631700,36.337756,2.404627,3853.896082,1131.958357,2.170183,20.335984,0.088656,1.000000
865,493,132.219620,38.041554,3.139310,4922.661804,1189.246986,3.049341,20.385612,0.124139,0.825000
870,42,142.581610,42.634444,3.734097,5223.961890,1103.475887,3.297187,20.671188,0.055781,1.000000
870,183,142.007170,43.351493,2.803931,3833.540008,1007.783793,2.153438,20.789163,0.118838,0.787500
872,116,152.844160,47.011741,2.932295,4751.163764,1208.241920,2.908268,20.431295,0.087701,1.000000
872,125,151.254700,46.659561,3.065807,3823.842537,940.487937,2.145461,21.499514,0.093813,0.537500
872,298,150.523700,46.403322,3.142859,4120.975191,994.717708,2.389880,20.700321,0.056352,1.000000
872,298,150.523700,46.403322,3.142859,4576.147349,1104.586801,2.764301,20.492866,0.067716,1.000000
872,462,150.970200,47.614836,2.960042,3813.291453,962.942174,2.136782,20.463915,0.117331,0.425000
872,547,152.219240,47.931253,2.846251,4678.428537,1216.360691,2.848436,21.111506,0.146392,0.962500
873,138,154.758420,47.620719,2.941114,4550.928371,1154.731487,2.743556,20.735707,0.064788,1.000000
875,104,160.294560,49.297396,2.794894,4369.180634,1151.331409,2.594052,20.384995,0.263711,0.337500
875,104,160.294560,49.297396,2.794894,4452.459728,1173.276448,2.662556,21.062391,0.138143,1.000000
875,189,159.221870,49.064286,2.838404,4375.221052,1139.854252,2.599020,20.632372,0.034253,1.000000
875,189,159.221870,49.064286,2.838404,4641.945102,1209.342522,2.818425,20.334724,0.111947,1.000000
876,114,164.123400,49.727957,3.815520,4766.504419,989.821322,2.920887,20.381526,0.104202,0.800000
876,308,160.937330,49.754651,2.470310,4225.713024,1217.675959,2.476036,20.590626,0.047314,1.000000
876,346,161.256010,50.679425,3.998072,6015.891571,1203.642461,3.948622,20.508389,0.072603,1.000000
877,47,166.376630,49.931476,3.878389,4870.796665,998.443704,3.006677,20.844581,0.056419,1.000000
879,614,173.281810,52.476544,3.744019,5198.762768,1095.856221,3.276459,20.829621,0.051187,1.000000
881,256,176.635810,51.406113,3.202776,4718.456982,1122.700099,2.881363,20.780308,0.056341,1.000000
881,267,176.308570,52.031683,3.552736,5277.156818,1159.117675,3.340945,20.605097,0.077069,1.000000
881,513,178.475950,52.625021,3.071632,4955.642856,1217.114653,3.076470,20.623200,0.080720,1.000000
882,349,178.239720,53.042874,3.550564,4597.269885,1010.263746,2.781676,20.568452,0.136613,0.737500
882,554,180.946580,52.563443,3.508296,4816.149948,1068.286096,2.961725,20.619905,0.050103,1.000000
883,33,185.088840,52.289000,3.321406,4566.673896,1056.756531,2.756508,20.438263,0.046613,1.000000
883,33,185.088840,52.289000,3.321406,5152.286446,1192.270890,3.238228,20.400306,0.053732,1.000000
884,330,185.437790,53.380445,3.258162,4811.716153,1129.998372,2.958078,20.549755,0.035006,1.000000
884,603,187.955590,53.567830,2.882272,4264.813065,1098.535358,2.508200,20.344202,0.089050,1.000000
885,116,190.760100,52.169405,2.559119,4259.905843,1196.898969,2.504163,20.360583,0.084771,1.000000
885,417,189.444840,53.561911,4.104040,5178.452536,1014.579115,3.259752,20.919392,0.058598,1.000000
888,46,114.452520,26.534738,4.534065,5529.680005,999.207677,3.548669,20.415318,0.135485,0.275000
888,301,113.335380,27.350983,2.941215,4526.890609,1148.602795,2.723782,20.332488,0.069309,1.000000
888,471,114.397930,28.157675,3.007314,4715.198713,1176.648187,2.878683,20.354404,0.079285,1.000000
890,181,117.804400,31.343875,3.760700,5329.666080,1119.513117,3.384139,20.560605,0.056749,1.000000
892,164,122.360520,35.712034,3.151339,4816.149948,1160.143724,2.961725,20.338010,0.091944,1.000000
893,69,125.165270,37.360367,4.283380,5478.983594,1037.022429,3.506966,20.638312,0.042192,1.000000
893,206,123.929860,37.010288,3.196611,5078.085397,1210.044363,3.177191,20.300145,0.060609,1.000000
893,405,124.732120,38.997127,2.419453,4086.956356,1195.207675,2.361896,20.489150,0.138850,0.500000
893,405,124.732120,38.997127,2.419453,4190.829574,1225.584820,2.447341,20.678262,0.182840,0.362500
893,522,125.089110,39.057575,4.292154,6412.095766,1211.623087,4.274536,20.604779,0.059476,1.000000
894,543,127.912410,39.543155,4.160211,4852.885002,940.443118,2.991943,20.708243,0.193981,0.462500
894,543,127.912410,39.543155,4.160211,5215.548640,1010.723893,3.290267,20.388794,0.054441,1.000000
894,543,127.912410,39.543155,4.160211,5931.984397,1149.562353,3.879601,20.855794,0.153127,0.637500
894,543,127.912410,39.543155,4.160211,6254.606617,1212.083481,4.144987,20.754987,0.027618,1.000000
894,543,127.912410,39.543155,4.160211,6804.559250,1318.659089,4.597374,21.010880,0.048080,1.000000
894,631,128.502050,39.704697,3.210114,4690.293284,1114.053748,2.858196,20.385825,0.080498,1.000000
895,31,130.213450,40.801891,4.415278,6086.953723,1124.033479,4.007077,20.845055,0.055158,1.000000
895,271,127.844070,40.773174,4.884700,6487.838043,1102.492606,4.336841,20.849703,0.058278,1.000000
896,134,131.108780,42.279598,3.015226,4640.876378,1155.819500,2.817546,20.540614,0.055604,1.000000
896,190,131.034570,42.540816,2.964056,3993.006342,1007.303208,2.284614,20.754315,0.143262,0.737500
896,195,131.329960,42.772531,2.890782,4063.497529,1044.390923,2.342599,20.415647,0.088763,0.612500
899,592,138.936890,47.180487,3.275797,4616.363515,1079.649860,2.797382,20.592321,0.044282,1.000000
901,455,144.425550,50.619104,3.605167,5451.298957,1183.735370,3.484193,21.193640,0.029134,1.000000
902,229,146.224230,50.716913,3.781566,4877.530570,1020.069715,3.012216,20.365965,0.052514,1.000000
902,229,146.224230,50.716913,3.781566,5303.957067,1109.251064,3.362991,20.695406,0.102673,0.962500
902,230,146.283460,50.682680,3.753928,4757.732275,1000.800250,2.913671,20.485367,0.029761,1.000000
902,413,147.376640,52.233537,3.369232,4940.831009,1130.823696,3.064286,20.750981,0.045893,1.000000
903,142,151.435560,52.150922,3.150933,3858.335599,929.510443,2.173835,20.714267,0.042270,1.000000
903,324,149.928150,53.394901,3.344509,3972.830167,914.448623,2.268017,20.442657,0.123783,0.487500
903,324,149.928150,53.394901,3.344509,4286.472087,986.641344,2.526016,20.533914,0.168765,0.287500
903,324,149.928150,53.394901,3.344509,4344.101860,999.906312,2.573422,21.092772,0.054021,1.000000
905,419,157.576500,55.390091,3.031417,3867.229981,959.273150,2.181151,20.366651,0.121768,1.000000
905,419,157.576500,55.390091,3.031417,4590.922908,1138.786444,2.776455,20.457322,0.041974,1.000000
905,546,158.809270,54.677815,2.996858,4476.102262,1119.905284,2.682004,20.369157,0.136734,1.000000
906,164,161.618580,54.927857,3.439447,4719.543572,1063.092689,2.882257,20.399009,0.080587,1.000000
909,127,169.228470,55.521626,3.307015,5211.947111,1210.106578,3.287304,20.607763,0.062000,1.000000
909,395,168.184860,56.544538,3.556071,5268.657897,1156.403807,3.333954,20.801889,0.071897,1.000000
910,170,202.184700,-2.402572,3.645581,4290.421892,923.549043,2.529265,20.812978,0.089977,1.000000
910,170,202.184700,-2.402572,3.645581,4729.334149,1018.028561,2.890311,20.413265,0.057462,1.000000
911,75,204.361780,-2.448869,3.445972,4701.105527,1057.385328,2.867090,20.526072,0.078230,1.000000
912,226,204.255820,-2.775076,3.055677,4480.226804,1104.680396,2.685397,20.413468,0.069688,1.000000
913,115,207.000720,-2.371319,3.406200,4912.471005,1114.899705,3.040958,21.148303,0.036435,1.000000
913,248,206.070320,-3.387940,3.268986,5094.481623,1193.370425,3.190678,20.772881,0.062035,1.000000
913,285,205.817780,-3.453914,3.703682,4276.613475,909.205496,2.517907,20.541772,0.182974,0.350000
913,285,205.817780,-3.453914,3.703682,5329.666080,1133.083857,3.384139,20.898635,0.083903,1.000000
913,294,205.280280,-3.061738,3.226027,4564.571350,1080.109364,2.754778,20.475077,0.049262,1.000000
914,197,208.356740,-2.578770,3.130549,4802.860802,1162.765738,2.950793,20.339345,0.186486,0.812500
914,235,208.271600,-2.838403,2.415496,4086.015408,1196.316809,2.361122,20.372966,0.060709,1.000000
917,76,215.998750,-2.492741,3.654557,4803.966829,1032.099691,2.951703,20.587367,0.057512,1.000000
917,76,215.998750,-2.492741,3.654557,5753.074526,1236.009042,3.732431,20.464991,0.052556,1.000000
918,112,217.401850,-2.068100,3.055915,4401.492843,1085.203392,2.620631,20.463945,0.073058,1.000000
918,457,216.956600,-1.494828,3.426031,4859.594143,1097.957520,2.997462,20.455802,0.038933,1.000000
918,563,217.526770,-1.338906,3.250100,4894.406090,1151.597894,3.026098,20.665775,0.059271,1.000000
918,563,217.526770,-1.338906,3.250100,5003.800659,1177.337187,3.116085,20.398385,0.102178,1.000000
920,117,221.917930,-2.275001,3.441123,4412.655266,993.589968,2.629813,20.738791,0.059993,1.000000
920,446,221.572320,-1.025332,4.148039,6181.587201,1200.765449,4.084922,20.369909,0.068074,1.000000
920,617,222.580230,-1.294552,3.465850,5094.481623,1140.764131,3.190678,21.080183,0.067669,1.000000
923,371,227.818340,-1.090241,3.256530,4344.101860,1020.573522,2.573422,20.619279,0.217799,0.612500
926,44,235.653500,-2.093489,3.096371,3824.723110,933.685736,2.146185,20.405605,0.109343,0.425000
926,44,235.653500,-2.093489,3.096371,4313.204007,1052.932968,2.548006,20.508490,0.038928,1.000000
927,70,116.323920,22.532728,3.516200,4598.328568,1018.185311,2.782547,21.015799,0.066298,1.000000
927,138,115.437530,21.992474,3.049934,4349.106072,1073.870875,2.577538,20.739267,0.094135,1.000000
929,372,120.435600,27.597093,3.122506,4797.334486,1163.693782,2.946247,20.676670,0.041475,1.000000
930,152,122.793020,28.637268,2.953527,4172.535112,1055.395635,2.432293,20.658818,0.058826,1.000000
930,309,121.269090,28.786559,3.124514,3911.109724,948.259510,2.217246,20.927373,0.070447,1.000000
930,593,123.827370,29.198308,4.256070,6388.516194,1215.454898,4.255140,20.523944,0.047888,1.000000
931,332,124.481610,31.406305,4.362120,6328.488569,1180.221329,4.205762,20.565512,0.186600,0.550000
931,620,126.006770,31.520463,3.217380,4661.224280,1105.241697,2.834284,20.600290,0.030429,1.000000
932,208,126.582120,31.813354,3.098123,4754.446885,1160.152294,2.910968,20.510649,0.080056,1.000000
932,558,127.731540,32.728369,2.438968,4140.950127,1204.125830,2.406311,20.833692,0.044827,1.000000
933,310,127.760660,33.967549,2.428699,4014.209182,1170.767443,2.302055,20.427368,0.058462,1.000000
934,585,132.631580,35.907943,4.059348,5011.872336,990.616228,3.122724,20.402627,0.069921,1.000000
934,585,132.631580,35.907943,4.059348,5951.137710,1176.265713,3.895356,20.380760,0.104911,1.000000
941,64,147.734170,42.788689,3.307117,5010.718443,1163.357870,3.121775,20.369248,0.106108,1.000000
941,108,147.010400,43.120595,3.720513,5456.322102,1155.874792,3.488325,20.810265,0.084973,1.000000
941,265,145.961520,42.884841,3.700585,5074.578791,1079.563270,3.174306,20.718175,0.071614,1.000000
941,277,145.974190,43.349552,2.946824,4067.241873,1030.510050,2.345679,20.424198,0.149924,0.612500
942,21,151.067210,43.794195,4.874733,6651.199890,1132.170589,4.471222,20.793048,0.077788,1.000000
942,114,150.552410,44.128754,2.828406,4078.495618,1065.324711,2.354936,20.391824,0.061617,1.000000
942,537,150.067050,45.031439,3.328404,4309.233228,995.570949,2.544739,20.510409,0.040952,1.000000
942,537,150.067050,45.031439,3.328404,4602.565736,1063.340157,2.786032,21.164855,0.065343,1.000000
943,110,153.372540,44.641658,3.003025,4343.101709,1084.954915,2.572599,20.382341,0.066241,1.000000
943,275,151.481230,44.739896,3.668604,5242.036010,1122.827322,3.312055,20.625780,0.036553,1.000000
943,422,151.038330,45.442630,2.862431,4061.626650,1051.572597,2.341060,21.062050,0.205984,0.462500
944,194,154.685050,45.417952,4.446126,5699.017624,1046.435143,3.687964,21.010557,0.068666,1.000000
945,10,152.604620,54.360848,3.172338,4051.352202,971.002875,2.332609,20.383787,0.157241,0.362500
945,10,152.604620,54.360848,3.172338,4840.608956,1160.167020,2.981845,20.361120,0.149558,0.325000
945,148,151.692630,54.733629,2.428410,3992.087024,1164.413522,2.283857,20.601296,0.063376,1.000000
945,247,150.229110,54.195637,3.215793,5003.800659,1186.918045,3.116085,20.506211,0.056257,1.000000
945,520,150.837970,55.349859,3.067102,4255.984131,1046.441466,2.500937,20.556841,0.040388,1.000000
947,272,156.067030,56.708468,2.485428,4181.190933,1199.620483,2.439413,21.024721,0.042225,1.000000
949,117,164.322190,58.017493,3.306263,4198.556482,974.988409,2.453698,20.459947,0.049458,1.000000
949,227,162.045030,57.924136,3.180552,4574.040440,1094.123559,2.762568,20.513425,0.041385,1.000000
949,493,163.345790,58.070036,5.214900,5688.529308,915.305040,3.679337,20.417091,0.106797,0.450000
949,493,163.345790,58.070036,5.214900,5884.370370,946.816579,3.840434,20.670231,0.169190,0.800000
949,493,163.345790,58.070036,5.214900,7136.742051,1148.327734,4.870624,20.333234,0.097735,0.287500
949,493,163.345790,58.070036,5.214900,7360.375991,1184.311247,5.054584,20.376405,0.179733,0.800000
950,96,166.738260,57.856350,2.722467,3884.185834,1043.444009,2.195099,20.914226,0.082636,1.000000
950,156,167.374280,58.495966,3.265245,5138.069802,1204.636510,3.226533,20.827225,0.044140,1.000000
951,610,172.057490,59.703730,4.331800,5440.013782,1020.295922,3.474910,20.865155,0.119142,0.625000
953,607,179.260300,60.676534,3.467313,4828.363965,1080.820598,2.971772,20.455160,0.069478,1.000000
953,607,179.260300,60.676534,3.467313,5229.979662,1170.721550,3.302138,20.484780,0.038948,1.000000
954,134,181.258280,58.922848,3.187078,4489.520924,1072.232455,2.693042,21.241699,0.042776,1.000000
955,101,184.919150,59.493046,3.099659,4638.739668,1131.494035,2.815789,20.607096,0.189917,1.000000
955,267,183.170590,59.357073,2.841706,4466.835922,1162.721946,2.674382,20.402444,0.068862,1.000000
957,278,191.863420,59.411810,3.337414,4434.044016,1022.278249,2.647408,20.307122,0.106755,0.937500
958,27,200.302340,59.223401,3.347575,5242.036010,1205.737928,3.312055,20.362040,0.096116,1.000000
958,214,196.848700,58.497262,3.082685,4241.309839,1038.853070,2.488866,20.301719,0.075221,1.000000
958,292,196.374890,58.290185,2.989323,4892.152651,1226.311525,3.024244,20.364150,0.051411,1.000000
959,237,200.646410,58.690222,2.852814,4641.945102,1204.819426,2.818425,20.539321,0.045501,1.000000
960,105,205.250570,58.123403,3.496204,5371.554667,1194.686626,3.418596,20.715242,0.072627,1.000000
960,318,202.112800,58.310247,3.138562,4191.794659,1012.862607,2.448135,20.420865,0.129230,1.000000
960,594,205.681160,58.647204,4.855280,5788.952686,988.672235,3.761944,20.773854,0.120657,0.312500
960,594,205.681160,58.647204,4.855280,6796.729720,1160.786471,4.590933,20.535117,0.102028,0.825000
961,450,157.284450,47.295080,3.032780,4276.613475,1060.462893,2.517907,21.051548,0.057867,1.000000
961,450,157.284450,47.295080,3.032780,4895.533198,1213.935122,3.027025,20.388392,0.043812,1.000000
963,100,163.160850,47.032509,3.413699,5199.959965,1178.141072,3.277444,20.542409,0.053899,1.000000
963,565,164.012220,49.155086,3.214387,4219.879017,1001.303173,2.471237,20.521339,0.070731,1.000000
963,565,164.012220,49.155086,3.214387,4652.645891,1103.991152,2.827228,21.081831,0.062460,1.000000
966,508,172.781850,49.858667,3.985458,4534.192978,909.483757,2.729789,20.597750,0.112028,0.300000
966,508,172.781850,49.858667,3.985458,5023.425895,1007.615749,3.132228,21.030146,0.068976,1.000000
966,508,172.781850,49.858667,3.985458,5862.731434,1175.966492,3.822634,21.274827,0.081195,0.850000
966,508,172.781850,49.858667,3.985458,6032.537079,1210.026682,3.962315,20.786494,0.114516,1.000000
967,420,174.804010,50.117019,3.208908,5062.907583,1202.902864,3.164706,20.351805,0.040835,1.000000
967,533,176.111020,50.234339,2.869367,4464.779341,1153.878522,2.672690,21.158973,0.042448,1.000000
968,454,178.660340,50.723199,3.099752,3896.727173,950.478766,2.205415,20.650591,0.129872,0.912500
968,454,178.660340,50.723199,3.099752,4111.497211,1002.864871,2.382083,20.447140,0.103656,0.900000
969,487,181.355320,50.398835,3.430144,4818.368378,1087.632434,2.963550,20.307955,0.098928,1.000000
970,594,185.052200,49.997906,2.660824,4169.653822,1138.993230,2.429922,20.581162,0.065040,1.000000
971,375,186.164800,50.848608,3.449887,4425.883724,994.605860,2.640695,20.387679,0.087196,0.750000
971,375,186.164800,50.848608,3.449887,5345.643594,1201.298718,3.397282,20.478974,0.053204,1.000000
973,439,255.167730,33.216071,3.179452,4278.583382,1023.718765,2.519527,20.762444,0.153983,0.637500
973,439,255.167730,33.216071,3.179452,5152.286446,1232.766046,3.238228,20.530849,0.078505,1.000000
974,62,257.379240,34.292011,3.313630,4291.409912,994.848842,2.530078,20.436819,0.041352,1.000000
974,62,257.379240,34.292011,3.313630,4876.407606,1130.464942,3.011292,20.569834,0.053070,1.000000
975,367,256.207900,31.291173,3.016744,3899.419867,970.791259,2.207630,20.428791,0.232574,0.262500
975,367,256.207900,31.291173,3.016744,4649.433067,1157.512947,2.824585,20.515656,0.048578,1.000000
976,622,258.421070,32.845936,2.971831,4227.659485,1064.410695,2.477637,20.477486,0.052830,1.000000
977,225,258.192290,28.615970,3.192809,4770.896554,1137.875929,2.924500,20.561606,0.040214,1.000000
977,329,257.165610,30.021134,3.908685,5438.761317,1107.987445,3.473880,20.740005,0.093377,1.000000
978,228,258.791520,29.765278,4.539321,6014.506520,1085.784084,3.947483,20.617861,0.060130,1.000000
978,228,258.791520,29.765278,4.539321,6367.955209,1149.591308,4.238227,20.347013,0.187679,1.000000
