#RA,DEC,zabs,zem,NHI,plate,fiber
159.05394,0.18334324,2.9281159661560388,2.989319086074829,20.383310317993164,273,631
167.07983,-0.97332033,3.847125903117859,4.575846195220947,20.398303985595703,278,215
167.07983,-0.97332033,4.016309228645809,4.575846195220947,20.460269927978516,278,215
167.07983,-0.97332033,4.303765336348854,4.575846195220947,20.613779067993164,278,215
167.07983,-0.97332033,4.424807110066752,4.575846195220947,20.66431999206543,278,215
168.50614,-0.88920894,4.264829370703984,4.613777160644531,20.34320640563965,279,245
223.62357,0.68923424,2.566024318997169,2.653757095336914,20.303293228149414,309,466
259.50086,62.223795,3.617259681288515,3.6848580837249756,20.38362693786621,352,201
259.53612,55.253114,4.44733771255161,4.604347229003906,20.61961555480957,367,229
330.03609,0.29578935,4.492680032116253,4.799555778503418,20.310922622680664,372,498
336.28824,-0.23525493,4.0255581276627055,4.880744934082031,20.345561981201172,375,111
346.59871,-0.76979893,3.4914265364307218,3.585524082183838,20.345365524291992,380,17
355.44696,0.26442839,3.352956233355651,3.9630770683288574,20.60321617126465,385,492
355.44696,0.26442839,3.5992212324936883,3.9630770683288574,20.655902862548828,385,492
355.44696,0.26442839,3.846009939618,3.9630770683288574,20.925525665283203,385,492
54.728217,-0.089139629,2.746142560754596,3.0662078857421875,20.32082748413086,416,228
120.90156,43.465943,2.7703728597249975,2.894489049911499,20.438343048095703,437,532
123.17134,44.35806,4.178265342216205,4.346492767333984,20.4427490234375,439,104
127.76252,52.592677,4.18065057071012,4.457860946655273,20.447233200073242,444,194
132.49033,54.591603,3.692284115754023,3.8437509536743164,20.583799362182617,446,634
138.0273,55.576678,2.8724364610180677,3.198467969894409,20.72115707397461,450,590
144.23809,58.188603,2.274796371988264,2.544318914413452,20.311281204223633,452,558
37.906872,-7.4818069,5.3078927493729955,5.41349983215332,21.05268096923828,454,610
50.608731,-5.9735394,3.607701118959371,3.958333969116211,20.327510833740234,460,420
50.608731,-5.9735394,3.7652347544825266,3.958333969116211,20.525733947753906,460,420
57.024685,-6.8174842,2.318824600342442,2.40008807182312,20.440311431884766,463,261
133.25797,0.50708795,2.891206695895721,2.9265079498291016,20.387418746948242,468,182
141.1861,-0.15669338,2.4425820548909396,2.863239049911499,20.83872413635254,474,178
207.52239,66.239967,2.4394127793718985,3.0025339126586914,20.4255428314209,497,506
211.9468,64.905535,2.9335466094080456,3.1013519763946533,20.2992000579834,498,144
149.8817,0.93865629,2.2440258078341997,2.406653881072998,20.39670753479004,500,58
169.59486,2.0434396,3.458454106802206,3.9478750228881836,20.396472930908203,511,264
203.0496,3.2656495,4.295223562354459,4.695921897888184,20.49509048461914,528,333
206.80894,1.9837408,3.23627651951489,3.704792022705078,20.40709686279297,530,267
206.80894,1.9837408,3.583363486241577,3.704792022705078,20.46819305419922,530,267
211.01933,3.2344433,4.58321433760878,4.869699954986572,20.611244201660156,532,328
115.43534,33.943635,3.4697609869975734,3.825145959854126,20.377046585083008,541,565
126.0944,44.585893,2.296736986850305,2.5555150508880615,20.696626663208008,548,195
142.49337,4.0091036,2.7651674936873207,3.1584858894348145,20.58174705505371,569,343
165.39317,5.526053,4.567808639842604,4.986499786376953,20.43858528137207,580,535
165.39317,5.526053,4.725116131555347,4.986499786376953,20.328189849853516,580,535
165.39317,5.526053,4.861169764428395,4.986499786376953,20.475006103515625,580,535
229.24436,3.4804679,2.472836205969819,2.8519480228424072,20.705278396606445,591,180
175.94246,64.397308,2.7229251142880857,3.2043750286102295,20.417346954345703,598,306
224.26233,60.009583,2.8599732997971525,2.9463109970092773,20.41358184814453,610,406
246.84521,44.692776,2.2009898760650293,2.3189399242401123,20.477840423583984,626,455
312.92388,-7.3183964,3.497635959834237,3.854016065597534,20.72643280029297,636,250
10.22772,-9.2574555,4.534575300217556,4.97599983215332,20.384843826293945,655,482
23.178174,-9.7171296,4.053407267354797,4.262409210205078,20.43590545654297,662,200
26.538881,-9.4883917,3.678259418220561,4.153954982757568,20.38702392578125,664,161
33.134146,-10.072822,2.27404240906391,2.5064260959625244,20.397960662841797,667,82
338.83845,-8.3575733,4.198574840172444,4.39629602432251,20.34708023071289,722,388
339.61323,13.909083,2.8475502503738563,3.5552220344543457,20.532222747802734,739,465
339.61323,13.909083,3.163746691217299,3.5552220344543457,20.325170516967773,739,465
340.449,13.867441,3.654620742963022,4.469968795776367,20.366113662719727,739,557
340.69388,14.062879,2.5227700921213825,3.1630759239196777,20.37693977355957,739,584
347.60601,14.240826,3.5361175514880134,3.82955002784729,20.32518196105957,744,320
124.25799,38.993418,2.202464325857873,2.246342897415161,20.34969711303711,759,1
132.61805,45.620519,3.415544852019975,3.926068067550659,20.3898868560791,763,73
135.25255,47.426707,3.979483533803693,4.606566905975342,20.332155227661133,764,107
148.79719,59.675215,4.052243811283507,4.363858222961426,20.40519905090332,770,291
156.57957,61.608031,3.3982944513034576,3.8504109382629395,20.414539337158203,772,227
155.91978,61.84778,2.8281090474017763,2.9304659366607666,20.34218406677246,772,269
156.64682,62.926881,3.138893967847512,3.3375279903411865,20.35979461669922,772,416
187.27248,62.890664,2.952613053623213,3.022468090057373,20.325468063354492,780,487
190.51782,62.95338,2.851982457193151,3.3208000659942627,20.43575668334961,781,464
190.51782,62.95338,3.0344496569390556,3.3208000659942627,20.372961044311523,781,464
198.25377,60.719318,3.4003204072088735,3.5420870780944824,20.374805450439453,784,292
201.09688,62.561698,3.5476213903698657,3.6421360969543457,21.018869400024414,784,563
210.68322,59.166407,3.8248553825484324,4.129817008972168,20.631061553955078,787,48
230.19361,52.989802,3.0325921519505172,3.3859219551086426,20.34855842590332,794,163
238.00705,48.846047,2.423610113094858,2.5093090534210205,20.31168556213379,812,493
246.28378,41.467918,2.2665123204808104,2.304306983947754,20.441137313842773,816,297
249.3602,40.358703,3.5875868646563314,3.716665029525757,20.43183135986328,817,540
