PLATE,FIB,RA,DEC
1620,523,175.6869,8.4352
597,77,175.7031,64.4816
1970,342,175.7093,40.6662
1311,496,175.7147,57.4937
2012,42,175.7164,35.4438
2221,196,175.7261,26.9160
1761,271,175.7594,14.8107
1621,261,175.7635,6.8013
2509,293,175.7695,18.7455
1444,555,175.7801,47.8505
2012,67,175.7870,34.8729
1015,600,175.7912,54.9371
2881,564,175.7967,60.3039
2510,251,175.7981,24.8434
597,604,175.7984,65.2537
2508,171,175.7986,16.8576
1620,500,175.7987,7.6317
1445,480,175.8013,42.1945
2506,483,175.8014,20.0628
2222,398,175.8112,30.2866
2508,217,175.8134,16.3026
1608,458,175.8208,13.4002
1761,262,175.8214,14.4086
838,63,175.8333,4.6643
1761,236,175.8393,14.7197
2881,552,175.8426,59.8571
1608,523,175.8477,13.4283
2509,273,175.8488,19.5800
2222,383,175.8648,30.0967
1997,237,175.8680,37.5472
2221,165,175.8816,26.6422
1225,563,175.8841,11.0893
1445,418,175.8916,42.8916
283,451,175.9049,0.7697
2881,49,175.9130,58.2903
492,132,175.9234,66.5587
1367,101,175.9237,43.4777
2222,241,175.9304,28.8234
2505,638,175.9388,25.4056
2510,376,175.9409,25.1823
598,306,175.9425,64.3973
967,501,175.9501,49.9567
776,71,175.9591,61.9238
2012,601,175.9596,36.4865
2097,380,175.9646,34.3698
1015,64,175.9784,54.2731
967,117,175.9795,49.3752
2506,580,175.9836,20.3859
1226,263,175.9848,9.5773
1621,304,175.9909,6.5032
2508,527,175.9925,18.2613
838,591,175.9938,5.4125
2097,432,175.9954,34.1090
2506,110,175.9955,19.0578
1608,538,176.0019,12.9757
1016,371,176.0114,55.7521
1226,430,176.0128,10.7894
2507,105,176.0160,21.3389
839,243,176.0200,3.7211
1226,433,176.0203,10.1697
1310,29,176.0268,56.5115
967,104,176.0343,49.0261
880,562,176.0368,53.4035
1621,430,176.0398,7.8193
2509,298,176.0407,18.8851
2008,525,176.0419,32.2519
2008,532,176.0532,31.9669
838,79,176.0857,4.7544
2881,576,176.0924,60.2828
492,519,176.0970,67.8316
2012,606,176.0973,36.4254
967,533,176.1110,50.2343
1445,138,176.1137,41.2706
2505,17,176.1185,24.5519
1445,484,176.1265,42.6195
2507,10,176.1434,20.9659
1367,74,176.1436,43.3253
880,41,176.1442,51.0550
1226,233,176.1527,9.9847
598,335,176.1543,65.6309
514,126,176.1680,1.3622
2222,226,176.1795,29.7359
2012,622,176.1986,37.0763
839,413,176.2023,5.9527
514,403,176.2056,3.4644
1312,322,176.2100,58.5291
2505,15,176.2240,24.6231
881,391,176.2277,52.8714
1609,284,176.2509,11.5188
514,136,176.2515,1.3733
2510,270,176.2601,23.6550
598,263,176.2616,64.7511
2510,268,176.2626,23.7577
597,27,176.2663,63.9841
776,587,176.2706,62.7734
1367,93,176.2868,44.2827
1970,381,176.2900,40.4965
1016,288,176.2905,53.6995
881,267,176.3086,52.0317
1970,227,176.3091,39.7878
1016,375,176.3196,55.8822
328,592,176.3235,-2.3673
2221,105,176.3250,26.7208
2508,107,176.3310,16.9543
2511,398,176.3365,23.1336
2012,634,176.3496,36.6566
2510,271,176.3572,23.9945
2507,74,176.3582,21.8097
2012,620,176.3639,36.0425
1015,630,176.3662,54.8643
1016,438,176.3708,55.2742
2012,623,176.3710,36.9535
1620,58,176.3803,6.6744
514,453,176.3903,3.2820
1997,451,176.3907,38.9464
1997,483,176.3915,38.4230
967,557,176.3928,49.5997
2508,591,176.3940,17.2388
1997,166,176.4011,37.8243
329,414,176.4107,-1.2822
1620,118,176.4114,7.3635
776,22,176.4288,61.5801
598,396,176.4327,65.1412
514,458,176.4426,3.3811
283,176,176.4481,-0.5185
1997,450,176.4516,39.6296
1311,143,176.4522,56.8499
2508,93,176.4526,16.1810
2510,201,176.4573,24.3096
2510,416,176.4608,25.2405
514,88,176.4653,1.4352
1367,572,176.4679,44.7785
968,351,176.4685,49.8539
1621,292,176.4735,6.2824
283,143,176.4736,-0.5513
839,453,176.4770,5.8962
1621,462,176.4910,8.0081
2008,588,176.4911,32.4430
2881,101,176.4930,58.9339
1970,243,176.5141,39.5283
598,392,176.5357,65.0182
2511,390,176.5409,23.1038
1609,341,176.5537,12.7094
2222,495,176.5719,29.8118
2510,165,176.5900,24.1264
1762,360,176.5984,14.9232
1970,187,176.5985,40.2452
1445,119,176.6009,42.1540
881,243,176.6149,51.0506
598,327,176.6250,65.6782
881,256,176.6358,51.4061
840,354,176.6388,5.1155
2506,33,176.6564,19.5318
1608,619,176.6737,13.0534
839,504,176.6834,5.6368
283,49,176.6934,-1.0984
514,119,176.6947,1.9344
777,435,176.6955,62.6071
2008,610,176.6976,32.2026
2097,456,176.7113,34.7214
1621,158,176.7117,7.3996
1446,318,176.7134,47.2924
1312,363,176.7157,58.5603
2508,68,176.7211,16.7404
1621,505,176.7221,8.0634
1368,255,176.7235,44.4519
2508,638,176.7246,17.3025
776,640,176.7250,62.1347
1621,513,176.7381,7.7961
1970,470,176.7408,40.6191
1608,19,176.7441,11.2719
514,58,176.7498,1.3978
1609,333,176.7667,13.0676
1761,574,176.7686,15.5454
2508,636,176.7745,17.3775
2012,4,176.7771,35.5307
329,202,176.7806,-3.4637
1609,338,176.7886,13.3551
2035,269,176.7897,35.5326
1368,252,176.7931,44.2090
2012,632,176.8042,36.4507
2509,450,176.8047,21.1891
1367,59,176.8083,44.4287
1997,548,176.8272,37.9479
1761,150,176.8302,14.4604
2881,80,176.8363,59.3633
2511,232,176.8387,21.2993
1970,202,176.8415,39.3305
1997,141,176.8420,37.6224
2508,42,176.8474,16.2482
2509,124,176.8732,18.2767
1017,348,176.8810,55.5511
2508,627,176.8934,17.7822
2508,22,176.8935,16.7547
1997,149,176.8969,37.3844
1608,77,176.9001,11.9959
1620,623,176.9074,7.7109
2222,550,176.9098,30.2882
2509,155,176.9205,19.8151
1621,444,176.9240,8.6047
839,89,176.9257,3.7247
329,493,176.9302,-1.9243
1226,152,176.9474,9.3524
1609,328,176.9682,13.4145
283,607,176.9695,1.0752
1226,126,176.9714,8.7939
953,464,176.9751,60.4424
329,176,176.9833,-2.8398
953,474,177.0059,59.7730
1762,226,177.0066,14.7454
1991,291,177.0085,31.4162
1997,579,177.0096,38.7280
881,361,177.0147,53.0129
2222,563,177.0157,30.7654
492,548,177.0281,67.8017
2008,603,177.0362,32.0585
2510,552,177.0575,25.5801
2508,602,177.0609,18.0768
1620,639,177.0650,7.4441
1997,109,177.0675,37.7321
2222,94,177.0791,28.9353
1608,587,177.0812,12.5623
2510,549,177.0849,25.7315
1991,349,177.0957,32.6595
1621,64,177.1028,6.9632
777,439,177.1034,62.3944
2222,542,177.1090,30.3387
1016,485,177.1222,55.6129
839,120,177.1241,4.9585
1446,311,177.1290,47.0070
777,201,177.1292,61.1024
1621,594,177.1349,7.8232
2881,630,177.1375,59.5672
839,611,177.1397,5.7259
1444,38,177.1462,46.9339
2222,567,177.1582,30.7057
1446,310,177.1703,47.2731
2511,137,177.1828,22.0748
1368,254,177.1834,44.3396
1970,178,177.1962,39.9291
2510,491,177.2019,25.1900
1444,10,177.2044,46.3025
1226,531,177.2138,10.8068
2511,552,177.2145,23.2279
1446,339,177.2260,48.2285
2514,348,177.2273,25.4713
330,307,177.2308,-2.6989
953,200,177.2385,59.6983
777,406,177.2450,63.3200
515,310,177.2514,1.8547
1609,125,177.2538,11.3405
1761,71,177.2613,14.7245
2035,423,177.2623,36.4902
1970,149,177.2660,39.9265
492,541,177.2673,67.6556
967,606,177.2843,50.2403
598,375,177.3038,65.7707
2510,558,177.3046,25.9084
2881,606,177.3111,60.4096
2223,326,177.3120,28.2191
1621,39,177.3143,7.3158
1761,77,177.3157,14.8770
2097,511,177.3164,34.2464
2509,55,177.3463,18.8159
2035,438,177.3559,36.3746
492,117,177.3569,66.9971
2513,258,177.3620,21.2718
1226,524,177.3700,10.8888
2097,19,177.3785,32.9539
1226,74,177.3798,9.8346
1762,379,177.3957,15.9049
839,61,177.3980,4.6741
598,210,177.4122,63.9616
968,333,177.4131,50.5668
2513,313,177.4335,21.9226
2512,334,177.4442,18.2216
1311,113,177.4455,56.8467
514,40,177.4512,2.0848
1447,392,177.4515,42.5441
329,59,177.4586,-3.4713
1761,611,177.4607,15.5646
2881,623,177.4894,59.5759
1997,598,177.4939,37.8542
1970,98,177.5099,39.6782
515,299,177.5224,1.6474
2222,581,177.5231,30.3518
1016,165,177.5319,54.4603
839,6,177.5446,4.1585
2881,627,177.5451,59.5757
881,163,177.5491,51.9885
1226,76,177.5659,9.9248
1446,383,177.5868,47.8384
492,521,177.5893,68.4767
967,618,177.5914,50.1042
1762,402,177.5958,16.0771
2223,376,177.5982,28.3187
881,172,177.5997,51.5699
2221,635,177.6030,27.5854
1311,74,177.6053,56.8586
2510,72,177.6056,23.9035
2510,530,177.6227,25.3371
284,261,177.6293,-0.7342
2035,139,177.6413,35.4157
2222,586,177.6415,30.1554
598,403,177.6439,65.6579
2510,80,177.6444,23.5980
2511,96,177.6515,22.0114
953,81,177.6749,58.5970
492,526,177.6851,68.2228
1445,638,177.6901,42.6670
1609,443,177.6957,13.5494
1622,276,177.7025,7.3312
1762,137,177.7193,13.9765
1227,279,177.7213,9.7774
2514,276,177.7215,24.3751
2514,274,177.7273,24.5574
2035,173,177.7321,35.8039
1311,78,177.7418,56.8852
2509,66,177.7463,19.1773
840,210,177.7567,3.9846
2514,388,177.7600,25.0264
881,469,177.7617,52.9171
2511,596,177.7660,23.4398
1227,387,177.7727,10.6614
2099,341,177.7821,34.5458
2097,591,177.7844,33.6977
515,322,177.7967,3.6801
329,76,177.7973,-3.0949
2097,621,177.8035,33.7376
2512,438,177.8044,17.6339
515,223,177.8423,2.0740
2223,439,177.8493,27.9647
2512,246,177.8533,16.4513
2035,163,177.8770,35.6069
1622,227,177.9074,7.0862
515,236,177.9086,2.1029
2510,27,177.9199,23.6754
1446,370,177.9271,48.1655
2512,427,177.9378,17.8162
1762,484,177.9386,15.2811
1227,324,177.9501,10.8406
2512,338,177.9638,18.2698
2511,575,177.9654,22.7030
1762,495,177.9744,15.1625
2223,467,177.9750,27.5587
1622,229,177.9795,7.0655
515,425,177.9927,3.0616
840,441,177.9931,5.8790
1368,474,178.0023,45.2948
2224,230,178.0045,29.5253
1226,631,178.0047,10.3897
2510,47,178.0054,24.0138
840,222,178.0225,4.4980
1970,559,178.0253,40.3682
953,522,178.0382,60.8611
1368,471,178.0435,45.3072
2512,477,178.0469,17.3990
2510,605,178.0505,25.4225
330,258,178.0521,-3.2671
1991,191,178.0547,31.6444
2223,451,178.0691,28.2749
882,351,178.0998,52.7742
1991,416,178.1000,32.6548
1227,426,178.1433,10.5501
2510,37,178.1524,23.9986
2035,506,178.1528,36.5027
2514,369,178.1670,25.7832
1610,292,178.1707,11.5872
968,417,178.1752,50.9513
2514,260,178.1805,23.7498
1762,521,178.1818,15.7473
515,464,178.1842,3.1068
1970,66,178.1918,39.9970
2027,269,178.1978,37.6168
1991,139,178.1981,31.3197
1226,32,178.2049,9.7795
2512,374,178.2049,18.3130
1970,575,178.2091,41.2202
968,225,178.2096,49.5390
2515,214,178.2242,19.1122
2512,466,178.2246,17.6424
285,342,178.2283,0.3363
1762,517,178.2290,15.1188
1970,581,178.2308,40.7992
1610,222,178.2313,12.3536
882,349,178.2397,53.0429
1763,304,178.2425,14.8229
2511,16,178.2567,21.8549
840,126,178.2693,3.9977
1447,196,178.2715,42.5419
1970,59,178.2718,39.7310
598,494,178.2760,64.9041
2515,484,178.2824,20.5670
2027,279,178.2852,37.7089
1226,624,178.2951,10.0642
2035,44,178.2979,34.7976
1227,421,178.3014,10.2396
2513,198,178.3049,21.8667
1227,371,178.3050,10.7086
1447,435,178.3086,42.7647
598,179,178.3140,64.3899
1610,392,178.3382,12.5150
1226,638,178.3403,10.1870
1762,115,178.3454,14.8522
1447,207,178.3573,41.3632
1970,574,178.3578,41.3900
515,473,178.3579,2.7292
1446,476,178.3603,47.9410
2514,239,178.3642,24.5435
2224,383,178.3666,30.3369
1621,36,178.3740,7.5745
1762,502,178.3772,15.1203
2512,408,178.3837,18.6671
2223,154,178.3884,26.9445
515,465,178.3916,3.2315
1991,175,178.4065,32.0128
2512,497,178.4152,17.2464
840,83,178.4204,3.9625
968,206,178.4284,48.6457
1622,415,178.4456,8.2973
2035,9,178.4616,35.2361
2512,141,178.4663,16.7264
881,513,178.4760,52.6250
2512,135,178.4823,16.3502
1446,184,178.4828,47.0752
777,527,178.4916,63.4254
1762,570,178.5046,15.9888
598,81,178.5061,63.8939
778,357,178.5204,62.8970
598,493,178.5243,64.8387
1991,95,178.5246,31.0941
2515,165,178.5295,19.3828
2035,106,178.5310,35.5543
881,510,178.5386,52.7419
1970,611,178.5448,41.1870
1970,589,178.5578,40.5001
841,304,178.5748,4.8229
2514,483,178.5768,25.0174
1970,603,178.5773,41.3891
1227,122,178.5824,8.7269
2514,204,178.5830,23.5659
1016,16,178.5924,53.9994
1762,10,178.6031,13.6960
777,518,178.6033,62.5263
2512,449,178.6435,18.6933
1976,360,178.6473,40.4919
2512,147,178.6566,16.6200
2515,453,178.6567,20.6308
968,454,178.6604,50.7232
2515,130,178.6663,18.8084
1976,319,178.6898,40.2249
1447,164,178.6922,42.3725
1762,599,178.6980,15.2197
2224,453,178.7039,30.5871
2512,535,178.7057,18.0346
1762,67,178.7069,14.4657
2224,195,178.7151,29.7806
2512,516,178.7152,17.3965
2027,370,178.7405,39.1048
2515,97,178.7621,19.0349
2512,152,178.7805,17.0282
840,116,178.7843,4.6982
1017,216,178.7897,54.3770
2027,210,178.8068,37.0553
2223,115,178.8141,26.6825
598,145,178.8160,64.6080
2225,335,178.8176,30.5515
968,467,178.8198,50.1656
598,87,178.8223,63.7728
1763,372,178.8356,15.9613
2103,346,178.8540,36.7275
1976,310,178.8547,40.0476
2035,11,178.8598,35.1813
1610,219,178.8724,11.5696
492,25,178.8908,66.8563
881,14,178.8936,51.3180
841,344,178.9109,5.5141
777,102,178.9216,61.8626
1368,58,178.9315,44.5048
515,51,178.9317,1.7391
2514,550,178.9406,25.3028
841,279,178.9454,4.5232
515,114,178.9493,2.4545
1313,185,178.9775,56.6781
2027,178,178.9910,38.0552
1622,81,179.0093,6.6510
2027,418,179.0119,39.1362
2027,493,179.0156,38.3689
2027,163,179.0327,37.5708
1447,515,179.0481,42.6323
1312,107,179.0557,56.6906
2027,500,179.0605,38.6397
2224,167,179.0672,29.2531
2226,346,179.0701,27.8934
1227,86,179.0709,9.3837
2512,595,179.0766,17.5603
2099,207,179.0872,33.1169
1991,68,179.0877,31.5397
2027,161,179.1032,37.8895
1312,567,179.1285,58.3622
1610,458,179.1308,13.6208
1622,557,179.1313,7.7310
1446,155,179.1347,47.3237
2223,620,179.1383,28.3562
2515,58,179.1394,19.1480
2224,148,179.1450,29.2206
1227,48,179.1534,8.9414
2035,585,179.1571,36.3503
777,57,179.1671,61.4921
1976,329,179.1686,41.6281
2027,130,179.1848,36.9492
2514,573,179.1905,25.7038
2099,456,179.1948,34.9115
840,38,179.1964,4.8915
2099,450,179.2005,35.2986
1762,31,179.2058,14.7235
1369,301,179.2115,43.9226
1610,448,179.2196,13.4396
1991,2,179.2321,31.1244
2099,444,179.2449,35.1069
1016,632,179.2483,55.2190
1622,111,179.2507,7.0655
1446,569,179.2511,48.5875
1976,326,179.2535,41.3173
1313,215,179.2580,56.3625
1448,308,179.2582,41.9818
953,607,179.2603,60.6765
1610,105,179.2633,11.8517
2512,589,179.2639,17.8002
2225,298,179.2653,28.8876
953,584,179.2687,60.2049
777,107,179.2730,61.9227
881,76,179.2737,52.1412
1991,67,179.2788,31.3870
2099,197,179.2807,33.5494
1313,401,179.2939,58.3747
2514,616,179.3017,25.6608
2099,491,179.3357,34.1307
598,526,179.3492,66.2378
2513,623,179.3820,22.9573
1976,255,179.3824,39.5799
2512,70,179.3849,16.7829
2223,625,179.3969,27.8285
2513,7,179.3974,21.2752
1763,199,179.4052,14.2294
1446,106,179.4141,47.0091
1312,581,179.4231,57.9429
2515,638,179.4303,20.2912
516,312,179.4323,1.8990
2513,71,179.4373,22.2986
1446,103,179.4412,47.0393
1312,582,179.4424,57.5838
2223,639,179.4500,27.4166
2515,34,179.4634,19.7735
331,337,179.4760,-1.6377
598,542,179.4873,65.4368
968,60,179.4915,48.9488
516,325,179.4957,3.5647
1369,370,179.4966,44.9437
598,50,179.5391,63.7147
1622,564,179.5473,8.3176
492,40,179.5512,67.3175
599,356,179.5543,65.0510
2512,619,179.5686,18.0605
2224,571,179.5732,30.6222
1976,260,179.5765,39.4480
516,330,179.5774,3.6438
2515,13,179.5849,18.5043
2655,286,179.5971,23.6458
1623,358,179.6114,7.7305
841,410,179.6127,6.0974
1623,359,179.6135,7.4054
969,304,179.6201,49.3089
778,338,179.6291,63.1678
1611,332,179.6317,13.3216
1017,175,179.6346,54.7527
1991,635,179.6454,32.1066
1622,563,179.6484,8.6581
2224,13,179.6507,28.6183
2226,131,179.6659,26.4197
2226,362,179.6753,28.2331
2027,58,179.6770,37.2804
2095,301,179.6819,31.7322
2226,433,179.6862,27.3992
1017,525,179.7027,56.0760
1763,169,179.7039,14.3064
2027,555,179.7064,38.5735
2099,88,179.7126,33.2385
2226,173,179.7145,27.3040
1610,74,179.7191,11.8569
2512,33,179.7241,16.9572
2099,89,179.7259,33.0542
1369,396,179.7285,45.8367
2099,543,179.7291,34.6093
1991,613,179.7457,32.6877
1623,307,179.7573,6.9386
2227,309,179.7593,27.0423
516,273,179.7680,2.3706
1763,98,179.7772,13.6271
2099,556,179.7776,34.4467
841,458,179.7808,5.7501
330,24,179.7901,-2.7596
1369,408,179.7903,45.6557
1623,354,179.7932,7.4672
2095,293,179.7980,31.5743
1448,396,179.8140,42.9144
881,635,179.8206,52.2309
1228,235,179.8235,10.1560
2227,289,179.8258,26.7784
598,45,179.8326,63.9315
2103,363,179.8406,37.2893
1764,319,179.8411,14.7857
2643,338,179.8424,23.1839
2226,87,179.8425,26.4876
2027,565,179.8448,39.6047
493,320,179.8681,67.1349
2595,309,179.8819,17.3941
1227,623,179.8824,10.1103
841,451,179.8897,5.6949
2655,236,179.8930,24.4990
841,168,179.8985,4.4056
1763,85,179.9115,13.9664
2108,310,179.9119,38.3309
286,320,179.9200,-0.5343
1623,330,179.9296,8.2929
1976,240,179.9297,40.1414
1017,144,179.9347,54.4862
1448,297,179.9463,41.6164
841,98,179.9589,4.1823
2099,598,179.9661,34.2950
516,221,179.9664,2.3965
516,472,179.9731,2.6599
2608,341,179.9764,20.3225
2643,276,179.9946,22.2816
1976,419,179.9988,41.0314
2108,305,180.0152,38.3033
1313,86,180.0156,55.9276
2608,365,180.0164,20.9538
1622,622,180.0181,8.1638
2224,5,180.0232,29.1467
2095,245,180.0260,31.4419
778,368,180.0264,63.5158
2224,78,180.0350,29.5214
2655,254,180.0380,23.9168
1763,86,180.0486,14.1376
1763,540,180.0511,16.1235
2027,68,180.0545,37.8367
841,87,180.0694,3.8240
2655,455,180.0726,26.1566
1312,629,180.0744,57.9749
1228,376,180.0784,10.9665
2103,200,180.0832,36.2101
2655,249,180.0839,23.9514
2103,470,180.0881,36.3239
2608,267,180.1002,19.5201
516,208,180.1265,1.4884
1447,18,180.1299,41.3091
2919,297,180.1347,49.3311
841,533,180.1348,5.8422
2919,294,180.1379,49.0668
1976,449,180.1429,41.8994
778,435,180.1446,62.6052
1369,502,180.1530,46.3140
1976,187,180.1659,40.2656
2643,207,180.1786,21.2642
1312,640,180.1865,57.3928
516,214,180.1878,1.6648
2608,270,180.1960,19.4753
2226,470,180.2107,27.9451
1763,49,180.2160,14.1421
1447,629,180.2211,42.9445
2103,182,180.2283,35.8349
2595,325,180.2317,18.2925
954,392,180.2318,60.3434
1610,30,180.2333,11.9551
1976,121,180.2390,39.3719
2103,406,180.2418,37.2106
1976,189,180.2487,40.1536
2655,179,180.2540,24.7464
1623,439,180.2584,7.6134
2225,182,180.2724,29.0645
2655,540,180.2864,25.6176
2643,489,180.2924,22.6467
2643,220,180.2930,21.2996
1447,638,180.2970,42.7848
842,317,180.3017,4.4152
1448,226,180.3142,41.8282
777,631,180.3228,62.4229
2643,200,180.3375,22.3534
1228,418,180.3404,11.0160
841,580,180.3421,6.1308
2226,41,180.3442,26.4977
1447,27,180.3451,41.8807
841,565,180.3590,6.1826
1976,458,180.3627,41.4140
2103,478,180.3670,36.8482
516,177,180.3738,2.3916
2099,9,180.3803,33.0996
842,323,180.3815,5.5861
1313,501,180.3838,57.6102
882,176,180.3944,51.7807
285,613,180.4107,1.0601
969,246,180.4139,49.2244
1976,161,180.4346,40.1623
516,139,180.4349,1.2699
1228,148,180.4374,9.8978
2918,322,180.4410,20.6637
1611,280,180.4496,12.1084
2655,127,180.4634,23.9701
2103,127,180.4684,35.0268
2655,140,180.4687,24.1498
2608,181,180.4694,19.8756
1314,325,180.5011,58.5831
841,104,180.5031,4.3709
882,501,180.5039,52.6314
1228,123,180.5053,9.3292
969,241,180.5059,48.9994
1611,405,180.5110,13.5624
2918,335,180.5136,20.5940
2226,441,180.5138,28.5501
2108,400,180.5169,38.5112
2095,462,180.5224,32.5637
2103,411,180.5283,37.1554
2095,467,180.5324,32.5941
285,14,180.5420,-0.9071
1976,85,180.5502,39.5651
1228,139,180.5545,8.9040
2655,573,180.5639,25.7920
1611,268,180.5699,12.3349
2095,448,180.5721,33.3524
2595,474,180.5815,17.8459
1764,436,180.5817,15.2390
1623,369,180.5886,8.6641
1017,596,180.5905,55.3138
2918,306,180.5926,19.8719
969,376,180.5975,50.7544
1228,482,180.5997,10.3895
2095,473,180.5998,32.8498
2027,631,180.6265,38.2875
2226,453,180.6299,28.4662
1976,481,180.6328,40.7720
1623,471,180.6357,7.8163
1313,567,180.6391,58.0839
1448,223,180.6788,41.7838
2608,444,180.6808,20.6904
1763,79,180.6875,14.8750
1623,234,180.6968,7.2895
2225,572,180.7051,30.6945
1976,525,180.7055,41.9143
2095,466,180.7104,32.4294
1313,542,180.7142,57.6123
2656,347,180.7220,25.4711
1623,195,180.7352,7.3441
1623,209,180.7542,6.5782
2656,319,180.7560,24.8907
2095,493,180.7694,32.8047
1449,377,180.7726,48.2203
2643,519,180.7840,22.6255
1017,590,180.7862,55.3794
2643,456,180.7880,23.0512
2608,84,180.7949,19.1878
493,365,180.8021,68.5016
516,619,180.8127,3.4657
286,243,180.8155,-1.1899
1976,53,180.8166,39.7026
2595,441,180.8187,18.7599
1017,620,180.8214,55.8783
2595,499,180.8382,17.4890
2467,350,180.8447,40.5528
1313,74,180.8503,56.7470
1623,192,180.8514,7.3470
968,626,180.8585,50.2589
842,425,180.8596,5.4127
2089,332,180.8720,35.1204
2656,392,180.8740,25.1129
1764,422,180.8804,15.3819
777,640,180.8959,62.2348
2226,1,180.8966,26.2628
2917,201,180.8974,-0.7826
1018,246,180.9024,53.9981
2226,537,180.9103,28.0912
2225,569,180.9164,31.0493
1976,41,180.9258,39.3650
1369,499,180.9373,44.9878
2095,46,180.9398,31.6655
2656,386,180.9459,25.3233
882,554,180.9466,52.5634
2226,543,180.9513,27.4109
841,629,180.9569,5.4789
1448,191,180.9569,42.2043
1976,517,180.9616,40.6624
954,403,180.9656,61.0670
1229,310,180.9670,9.6521
1976,52,180.9774,39.3654
1763,37,180.9951,14.5215
2099,635,180.9961,34.1873
1229,312,180.9992,9.9053
2643,505,181.0006,22.7584
1976,102,181.0070,39.9051
1623,182,181.0099,7.0959
331,563,181.0146,-1.5187
2108,438,181.0353,38.5649
2227,218,181.0368,26.8827
1976,103,181.0580,39.9116
2089,328,181.0599,35.3001
331,50,181.0634,-3.5748
2608,163,181.0677,19.5297
1976,45,181.0694,39.3349
517,232,181.0695,2.3531
1623,529,181.0741,8.6895
2644,315,181.0810,22.3447
331,594,181.0826,-1.7973
1314,277,181.0911,57.3098
517,239,181.0930,2.3713
2918,427,181.0969,20.5692
842,423,181.0988,5.0576
2228,400,181.0999,30.4482
2917,126,181.1038,-0.8030
2095,53,181.1050,31.2245
1018,202,181.1098,53.9679
2917,125,181.1135,-1.0504
2099,37,181.1201,33.9530
2609,389,181.1362,20.4097
2655,549,181.1526,25.3092
882,559,181.1534,52.4783
