# sightline id from dr5, rest frame location ; List of DR5 no-dla sightlines where subDLA & DLAs were found using either of 2 models trained on subDLAs or DLAs
6,947.7627282
6,1072.011948
6,1123.568683
8,1197.0195
26,968.662151
26,1012.913433
26,1099.695203
26,1166.466661
26,1193.087596
32,1007.738854
36,1166.916035
41,1209.846053
42,1023.421363
42,1090.823481
53,1215.839748
73,985.5111827
75,1114.382365
86,1039.599871
87,1010.559686
87,1069.946269
92,1140.576821
94,1186.206579
99,951.3951747
110,1074.885021
111,965.8630301
114,1022.416864
116,1030.169999
118,1141.186348
136,962.1119196
138,1157.570332
145,1148.835245
155,958.7459899
155,1197.577314
167,1166.250576
181,1214.516439
182,1046.649283
184,923.6045961
186,1097.29693
186,1119.757974
196,930.9105272
196,1142.11002
197,1115.238969
201,1190.728756
210,1173.977344
219,1192.418199
229,1139.087752
232,1192.914186
241,950.0992214
241,1003.157125
241,1187.596645
244,1123.607494
255,1150.716074
256,1070.662168
266,1130.058235
269,1137.263772
270,1066.332521
272,1207.051743
282,1059.963436
282,1156.087976
285,1049.065458
288,943.3853384
288,962.2526646
297,986.6802202
300,926.5860022
303,1098.285848
307,920.8708082
312,1164.343851
315,1134.123006
316,952.727442
316,1141.480967
322,1126.993
324,1158.413553
345,1143.256471
348,1070.509338
352,958.758342
352,1121.267297
355,937.519588
359,1123.226155
360,1155.554264
363,1016.586488
363,1177.455039
366,1091.647694
385,1152.098928
386,1145.231163
386,1191.771943
388,1186.614998
389,1156.23978
390,1127.298301
423,1000.367765
423,1115.21779
425,1116.404808
428,1022.230868
434,1167.58668
435,1144.013972
437,1007.383501
438,1135.177902
440,1037.034567
441,1050.715587
448,1014.679795
448,1152.203029
455,1048.921166
457,963.2397825
460,1135.723142
466,1112.50138
475,1165.576336
481,1166.199788
483,1143.84996
491,1156.570175
492,1178.162392
492,1210.612505
495,1072.5566
500,1190.184077
504,1130.564951
518,1140.298742
519,1042.799702
536,1101.294301
536,1143.150451
539,992.1844212
542,929.6232208
547,935.6985885
547,1004.005228
547,1128.069804
547,1196.013204
548,931.2466907
549,985.798891
549,1168.391329
556,1211.930281
559,1159.789112
564,985.3716302
564,1189.597532
577,1125.614152
577,1184.921405
578,1038.309286
580,1095.918302
581,943.8891334
595,1128.74926
599,1114.95227
601,1149.471111
604,909.3369375
613,1213.718353
614,1157.878778
621,968.4236686
621,1211.059261
635,1108.906823
639,981.4853723
642,1124.511738
644,1141.986655
648,1100.588921
648,1154.051359
650,1026.194221
653,1108.328432
656,1029.207425
658,1061.01427
659,1188.786311
663,1097.878726
667,929.650692
668,941.5963532
668,953.8163613
668,1097.146868
670,1056.31636
672,1174.588963
680,1179.721559
684,1130.900783
685,1044.334922
692,1144.642794
698,1067.398548
698,1106.436789
699,1150.820656
700,1082.908132
702,1187.476898
705,1188.552995
711,1187.850486
713,930.206609
717,1181.245802
721,1185.657737
722,1148.699493
724,1184.584896
734,1157.614953
737,1134.521211
739,1191.302575
741,1146.260828
741,1196.970511
746,1120.211327
753,1184.126283
755,1130.647441
756,911.7978252
756,1075.718288
756,1134.745716
760,1159.873379
767,1131.667357
772,1185.893955
778,1165.422137
784,1204.029079
791,1008.380189
795,1212.187573
796,1133.815457
815,1016.73978
821,918.7517365
821,941.4519795
826,1206.417396
828,1019.455183
829,988.053355
829,1033.428411
829,1206.09189
836,1005.568667
840,941.1877701
840,1071.954311
840,1113.977131
840,1165.940197
840,1201.092003
845,1197.9946
846,1162.011385
847,1066.369618
847,1103.844156
852,1172.197008
853,1083.579391
855,1204.014235
856,1185.083663
864,1096.521334
869,1158.069699
870,1141.783201
871,1052.400143
871,1077.409742
875,1128.682907
882,1092.694584
885,1103.703832
885,1199.368257
886,962.1987576
889,1145.240765
898,966.326355
898,1006.986908
902,1185.361438
918,1141.752116
922,1103.306384
923,1041.126813
923,1069.310007
925,945.454347
929,1064.946634
931,1076.247194
939,1093.861891
948,1150.374146
949,1040.010419
955,1049.699977
957,940.0523952
957,1115.968819
958,1010.284457
958,1157.293921
963,1187.581811
965,1206.933415
966,1158.191602
971,1071.380056
978,1154.457685
986,1123.785981
987,1131.661208
989,1127.020485
989,1149.031169
990,943.5188104
991,1062.083815
993,974.1972713
993,1162.644413
998,1062.424931
998,1084.671561
998,1152.65212
1005,1136.833113
1009,1106.123971
1013,971.9835806
1013,1086.322885
1013,1158.667775
1014,959.6783051
1014,1190.215706
1015,1080.481926
1018,1141.254454
1020,1000.7704
1020,1169.592168
1021,1029.166565
1026,1056.002041
1026,1214.408386
1039,1150.678728
1040,1097.618084
1041,971.1325023
1043,1065.621529
1045,1047.457771
1046,1082.826991
1046,1171.815053
1047,1161.271621
1055,1146.429448
1057,1054.096349
1065,1160.819175
1066,1130.11212
1068,991.7596207
1069,1049.471354
1081,929.7702576
1086,1074.11377
1088,1013.727081
1093,1225.056025
1097,1107.79945
1101,1001.883422
1101,1179.823902
1103,1183.393841
1104,944.9059505
1104,1197.811791
1111,1153.552696
1112,1021.356636
1117,1163.375694
1125,1091.466847
1127,1005.296846
1127,1058.996001
1127,1143.916488
1131,1149.099935
1134,1194.554358
1136,1151.244896
1138,987.0921762
1138,1158.931346
1144,1141.643006
1148,1117.880514
1151,1101.450913
1155,1184.335021
1156,1183.437506
1160,956.4730281
1160,1133.633647
1161,1038.78467
1161,1095.028776
1161,1157.512079
1162,950.6458303
1164,1071.475405
1164,1125.076896
1166,1182.308257
1166,1216.832282
1168,1049.370564
1168,1195.718304
1171,1122.426517
1173,1194.558416
1174,1162.412644
1175,922.9681821
1175,1010.152004
1176,1165.861598
1179,1159.812162
1182,1015.39689
1182,1084.765412
1182,1135.365855
1182,1201.533348
1187,1116.415838
1207,1148.49648
1212,918.3769528
1213,1068.10942
1213,1175.481356
1218,1037.020604
1226,1054.098443
1229,1095.322965
1232,1146.378448
1232,1206.224132
1237,1167.112153
1241,1143.193485
1242,1140.576049
1243,1199.604912
1244,1185.98278
1245,1143.016807
1251,1080.060802
1256,1004.948019
1261,1201.211861
1270,973.0775175
1270,1147.221925
1277,1193.563606
1278,1154.666856
1279,1180.0795
1292,1136.499989
1292,1195.829976
1295,1046.588493
1295,1082.370521
1300,960.9064429
1300,1100.984248
1304,1024.216391
1311,1191.248401
1312,1186.61078
1318,1112.623557
1320,1107.896198
1321,1206.90163
1332,1084.411089
