ix96629, plate, fiber, Z_START, Z_END, RA, DEC
518,509,537,2.588809,3.414153,167.247010,3.191089
519,551,410,2.917873,4.156078,133.113690,50.753001
520,1227,387,2.691904,3.852881,177.772640,10.661462
521,1326,243,2.231100,3.162653,215.372480,52.464455
522,1297,594,3.209692,4.379947,129.232540,6.684623
523,1709,514,3.187457,4.089936,218.253720,10.507717
524,580,250,2.328514,2.793512,164.360920,3.413369
525,1372,124,3.106297,3.182611,189.473170,43.286363
526,1709,514,3.187457,4.089936,218.253720,10.507717
527,1287,559,3.313704,3.316598,216.608250,46.016081
528,554,285,2.200000,2.346071,138.010390,53.576676
529,1946,538,2.535496,3.468939,147.682690,32.094004
530,1360,171,2.200000,2.240607,157.780660,41.215023
531,458,415,2.245266,3.000174,45.782977,-6.749385
532,396,454,3.081787,4.394748,16.580184,0.806495
533,500,58,2.225153,2.361545,149.881700,0.938656
534,385,435,2.200000,3.010946,354.875020,0.504778
535,457,395,2.200000,3.037210,42.963360,-7.618818
536,279,330,2.600397,3.895045,168.192930,0.832600
537,1996,582,2.200000,3.135230,172.391640,40.134734
538,439,528,2.818127,4.023280,122.728680,46.066075
539,1691,55,3.137617,3.205025,253.581670,25.854646
540,983,459,3.141430,4.245762,313.319880,0.989152
541,1361,543,2.938677,4.049772,161.203290,42.585933
542,493,246,3.005441,4.008043,181.164270,66.597164
543,529,310,2.253497,3.289838,204.491160,2.305824
544,764,236,2.367831,2.385454,133.085250,47.582886
545,1400,455,2.200000,3.117172,230.811960,38.233897
546,1044,192,3.145246,4.070928,210.399950,51.953281
547,1459,503,2.668178,3.514430,196.255530,47.473386
548,1763,98,2.607035,3.934120,179.777190,13.627157
549,1828,114,2.547728,3.303025,219.751420,5.874715
550,892,477,2.200000,2.495997,122.621280,36.011942
551,1992,593,2.207379,2.276831,188.550810,38.544207
552,892,401,2.452632,3.297125,122.686440,37.375355
553,1824,403,2.200000,2.993462,211.503980,7.421813
554,1201,546,2.696156,3.769157,140.481830,42.550106
555,1200,321,2.200000,2.787097,136.706780,42.052396
556,1173,621,2.687656,3.847842,249.300050,38.193126
557,973,140,3.077090,4.323042,255.702320,31.679996
558,1983,291,2.467770,3.491511,162.784550,33.841780
559,1362,633,2.647962,3.400768,165.003450,43.748557
560,350,515,3.052755,3.930497,258.877060,64.888681
561,1356,405,2.200000,2.334053,150.760850,40.803654
562,1594,122,2.294203,2.683790,144.598210,33.769553
563,844,107,2.247509,2.701145,184.804990,4.635879
564,1697,573,2.304839,3.053446,199.105850,12.736620
565,1393,617,2.307885,2.764049,242.766410,26.772507
566,1308,48,2.200000,2.834616,152.118460,9.558163
567,792,86,2.200000,2.250863,225.040140,54.738882
568,1676,56,2.262499,2.469554,225.696730,44.895341
569,350,515,3.052755,3.930497,258.877060,64.888681
570,1214,467,2.310933,3.061940,141.461140,38.997590
571,668,572,2.200000,2.539072,35.264717,-7.830244
572,744,481,2.200000,2.479573,348.520570,15.008083
573,1944,580,2.846364,3.619766,145.774490,28.774849
574,1578,581,2.200000,2.845190,241.892860,29.311648
575,1448,297,2.200000,2.904619,179.946260,41.616423
576,1604,503,2.200000,3.134091,168.333530,12.263585
577,663,415,2.220701,3.093402,24.753276,-8.789040
578,327,150,3.059292,3.594640,173.959880,-2.757598
579,1287,287,2.991631,4.259741,214.632100,44.827097
580,1329,301,2.941398,3.840209,223.137220,49.891618
581,1741,459,2.200000,2.477820,143.427160,12.274507
582,1593,474,2.876594,3.418598,142.272730,34.076235
583,1227,86,2.232588,2.326489,179.070890,9.383762
584,1434,631,2.629530,3.441061,164.279120,45.349754
585,1602,26,3.175902,4.284709,164.737880,11.024614
586,776,413,2.417042,3.164633,173.513340,62.940176
587,1019,334,2.200000,2.284741,183.273290,56.062918
588,276,172,3.072399,4.250187,163.335120,-0.280443
589,983,301,3.180713,4.139922,312.423290,-0.680933
590,350,515,3.052755,3.930497,258.877060,64.888681
591,285,14,2.654688,3.546446,180.542020,-0.907096
592,1338,525,2.268514,3.174355,247.477870,37.039580
593,1738,216,2.550997,3.047358,134.413030,9.025341
594,1402,47,3.331620,4.346723,235.918270,34.295679
595,971,639,2.230356,2.681236,188.247980,50.355789
596,1838,622,2.935957,3.360564,211.527880,35.452190
597,1287,287,2.991631,4.259741,214.632100,44.827097
598,2008,141,2.452632,3.709717,175.509580,31.495755
599,1402,47,3.331620,4.346723,235.918270,34.295679
600,952,595,2.402126,3.336824,173.796700,59.412711
601,717,234,3.215512,3.707826,329.933400,-8.276205
602,1018,246,2.646283,3.677839,180.902450,53.998096
603,544,145,2.652165,3.939219,119.792000,38.611909
604,814,549,2.200000,2.850813,243.938170,45.556936
605,1216,244,3.315691,3.896204,146.430860,39.832912
606,2092,251,3.148111,3.217588,167.310810,30.157314
607,1864,326,2.200000,2.432191,110.322670,41.854063
608,2088,302,2.200000,2.408283,195.700550,39.500640
609,276,177,3.038781,4.110291,163.227490,-0.107186
610,1418,469,2.200000,2.932607,240.266060,34.173627
611,856,51,3.023003,3.510638,210.135230,4.000045
612,1231,427,3.590398,3.699827,185.987370,10.286989
613,1828,118,3.899484,4.381917,219.710380,5.939616
614,571,439,2.304839,2.936923,147.577870,4.052075
615,1453,223,2.285870,3.374226,187.088550,47.469188
616,862,128,2.200000,2.393799,125.090610,32.127142
617,413,387,2.228125,2.880681,49.041013,0.678668
618,290,523,2.283601,3.239992,189.373960,0.909316
619,914,631,2.563283,3.056476,209.823720,-1.862775
620,1001,215,2.200000,2.856020,162.294040,5.965699
621,384,24,2.240786,2.641368,354.659280,-0.587142
622,1300,619,2.273786,3.018252,137.735850,8.747756
623,2147,573,3.033205,4.303925,161.646860,9.927664
624,1929,28,2.454223,3.381978,129.612250,22.466394
625,1216,360,2.200000,2.276009,145.897850,41.186561
626,1341,289,2.248257,2.912064,249.250770,31.706842
627,1052,631,2.200000,2.586533,235.632340,43.381028
628,1763,98,2.607035,3.934120,179.777190,13.627157
629,1644,42,2.686806,3.130122,216.789210,34.479924
630,349,542,2.245266,2.698254,255.252580,64.202512
631,2014,111,3.760476,3.763207,208.650480,37.841045
632,390,271,3.171097,4.274205,4.958558,-0.677994
633,1298,212,2.435187,3.645149,130.513960,6.631203
634,1597,302,2.359312,3.084255,152.881870,10.344160
635,569,69,2.488593,2.602056,144.790940,3.434059
636,2035,9,2.537124,3.324360,178.461620,35.236094
637,2096,19,3.442734,4.364651,159.830350,34.751272
638,1360,171,2.200000,2.240607,157.780660,41.215023
639,2014,282,2.333115,3.043269,206.989580,37.180800
640,1738,339,2.587983,3.655188,134.103840,10.338066
641,449,630,2.949575,4.218349,136.169320,53.844125
642,451,174,2.893591,4.033932,140.734160,56.313684
643,1158,140,2.200000,2.866148,207.686150,57.278577
644,2007,637,2.330047,2.795036,164.670980,38.958698
645,436,109,2.238548,3.509133,120.104620,44.289777
646,394,247,2.474164,4.278353,12.526473,-0.888683
647,2096,19,3.442734,4.364651,159.830350,34.751272
648,620,392,2.200000,2.284434,239.578670,51.760005
649,763,431,2.505503,3.433448,130.523600,46.419512
650,1574,519,2.971461,4.095530,246.416040,25.266334
651,353,177,3.309733,4.439525,257.560520,59.390695
652,309,556,2.200000,2.489651,224.276380,0.296057
653,2036,62,2.200000,2.234439,174.058490,37.322284
654,1302,268,2.525740,3.450654,139.976340,8.440789
655,1742,422,2.237057,3.153872,145.306480,11.758969
656,1434,631,2.629530,3.441061,164.279120,45.349754
657,1435,607,2.200000,2.941893,165.848230,40.834509
658,815,39,3.575624,3.579275,247.613040,42.811452
659,987,178,2.200000,2.544913,320.107460,-0.330020
660,268,238,2.837517,3.704975,149.481840,-0.340985
661,342,89,2.559183,3.350407,237.112870,-0.728809
662,1969,26,2.866788,3.331616,161.093620,29.130884
663,1750,7,3.136665,4.057939,164.860040,13.112217
664,652,172,2.200000,2.409808,4.070973,-10.072020
665,1451,605,2.200000,3.049496,186.327700,48.521133
666,759,19,2.200000,2.350873,124.204170,39.206643
667,1395,417,2.200000,2.549556,216.311230,43.819296
668,732,193,2.818127,3.866375,325.207690,10.642159
669,986,227,2.453428,2.908966,318.574970,-1.196212
670,1217,473,2.200000,2.581652,149.622800,42.382455
671,765,616,2.200000,2.378335,138.734630,49.660242
672,327,591,2.319329,3.299570,174.659430,-2.102011
673,1838,186,2.216995,2.882315,209.462200,34.839885
674,881,14,2.857894,3.397263,178.893630,51.317978
675,542,74,2.777029,3.959059,116.667360,34.773542
676,1272,254,2.200000,2.930775,135.153340,32.191539
677,861,222,2.200000,2.757931,122.302890,31.267265
678,403,308,2.971461,4.141664,28.415043,-0.184684
679,1581,30,2.200000,2.596700,237.260120,32.300556
680,307,475,2.200000,2.811223,219.582370,-0.044731
681,1335,293,2.318565,2.723043,240.137910,40.562223
682,489,421,2.974206,3.528864,157.581160,65.685178
683,537,165,2.320858,3.159148,221.643160,1.338880
684,536,135,2.452632,2.558624,219.717380,1.065873
685,1956,530,2.200000,2.259456,155.217320,31.580989
686,948,198,2.281333,3.365366,160.077180,57.413378
687,1751,253,2.200000,2.537488,166.005930,13.359640
688,788,630,2.274540,2.315480,215.733060,59.480213
689,276,172,3.072399,4.250187,163.335120,-0.280443
690,2096,19,3.442734,4.364651,159.830350,34.751272
691,1762,484,2.200000,2.957317,177.938610,15.281083
692,767,196,2.200000,2.890512,141.752540,51.513134
693,1168,480,3.026710,4.098767,236.528310,46.937390
694,1408,194,3.258438,4.441020,246.187670,27.238549
695,586,635,2.918775,4.236031,220.322760,3.986262
696,385,502,2.311695,2.345091,355.496050,0.572540
697,1408,299,2.460592,3.401887,246.283740,26.847843
698,837,47,4.071663,4.082046,173.587820,3.866923
699,1212,227,2.200000,2.800323,136.400300,35.931026
700,1402,47,3.331620,4.346723,235.918270,34.295679
701,1599,366,2.933239,3.405817,156.958950,12.172397
702,1397,520,2.715783,4.066533,223.006490,41.078882
703,1590,89,2.797085,3.835526,135.752920,30.150328
704,943,493,2.200000,2.559377,152.347180,45.290105
705,403,152,2.200000,3.241922,29.582356,-0.206132
706,1450,560,3.697322,3.709123,184.176020,43.237661
707,2103,607,2.974206,4.264137,181.544180,37.296566
708,1589,619,2.200000,3.063010,134.404920,29.692354
709,1044,256,3.071462,3.261366,209.614820,51.325140
710,1217,432,2.525740,3.540318,149.012080,42.040716
711,846,376,3.574571,3.589571,189.479260,5.808509
712,1368,471,2.200000,2.249150,178.043450,45.307168
713,468,36,2.200000,2.816341,134.607130,0.835191
714,744,320,2.935957,3.800411,347.606010,14.240826
715,436,144,2.955946,4.118300,119.387060,44.240186
716,1714,514,3.100628,3.975324,223.198840,11.938919
717,1052,631,2.200000,2.586533,235.632340,43.381028
718,1333,475,2.200000,2.287256,235.759040,44.716836
719,1693,513,2.279823,2.738171,255.530000,25.153632
720,1014,211,2.200000,3.009005,172.534150,53.905526
721,1693,513,2.279823,2.738171,255.530000,25.153632
722,1187,37,4.027480,4.409964,131.215530,5.307727
723,1370,331,4.099767,4.178323,181.867720,44.920344
724,850,403,2.991631,4.174364,197.575470,6.031383
725,1743,431,2.276803,2.734241,148.041250,12.309746
726,785,457,2.210335,3.138081,203.081900,62.454425
727,1187,37,4.027480,4.409964,131.215530,5.307727
728,1648,105,2.880166,3.787145,226.619170,31.929285
729,872,514,2.428075,3.364168,151.941260,47.389198
730,1407,322,2.715783,3.208767,243.726530,30.008288
731,644,304,2.200000,2.553159,326.824510,-8.490833
732,740,245,2.665645,3.178057,341.362680,12.760553
733,962,461,2.246761,2.936052,159.534370,47.526479
734,389,497,2.792716,3.025479,3.954540,0.292208
735,667,448,2.513584,2.585483,32.687520,-7.787644
736,1982,601,2.920580,4.132368,159.922940,34.222137
737,1430,286,3.212601,4.104974,156.735820,38.478855
738,1952,413,2.742401,3.599956,151.482580,33.063901
739,436,144,2.955946,4.118300,119.387060,44.240186
740,1054,401,2.821645,3.867424,238.473970,41.202429
741,1303,231,3.196144,3.686482,142.361890,9.147282
742,1018,202,2.200000,2.355308,181.109870,53.967893
743,1420,352,2.360859,3.405074,243.215300,31.291670
744,1360,171,2.200000,2.240607,157.780660,41.215023
745,1866,240,2.370935,3.390878,113.136630,43.916787
746,269,189,2.241532,2.694730,151.096950,-0.678565
747,837,47,4.071663,4.082046,173.587820,3.866923
748,1933,36,2.330814,3.205995,134.986890,25.136352
749,1594,122,2.294203,2.683790,144.598210,33.769553
750,1173,621,2.687656,3.847842,249.300050,38.193126
751,940,391,2.224411,2.674929,143.322240,42.676408
752,955,339,2.587157,3.592917,182.861270,61.123112
753,390,271,3.171097,4.274205,4.958558,-0.677994
754,997,193,2.376372,2.803085,154.112180,6.018965
755,299,275,2.200000,2.761663,204.196440,-0.815894
756,1458,240,2.219218,2.909530,195.047110,40.909629
757,1217,432,2.525740,3.540318,149.012080,42.040716
758,611,221,2.249005,2.703283,225.390860,60.951609
759,1448,297,2.200000,2.904619,179.946260,41.616423
760,1429,162,2.830455,3.653307,157.733150,43.343813
761,560,60,3.104406,3.883660,159.117330,58.975581
762,381,548,2.237802,2.559288,348.010340,0.325058
763,474,354,2.200000,2.455674,140.149170,0.391820
764,1643,315,2.790097,3.610539,211.933560,35.913354
765,878,583,2.675787,3.881759,170.283330,51.501520
766,1934,518,2.525740,3.595610,135.392950,28.680151
767,663,375,2.200000,2.530588,24.351799,-8.405511
768,2080,178,3.240825,3.337833,118.497350,15.728751
769,1039,262,2.200000,2.342517,194.433070,53.995030
770,449,630,2.949575,4.218349,136.169320,53.844125
771,1952,37,2.246014,2.856634,153.746960,32.161620
772,1689,129,2.895385,3.748357,257.039400,21.286866
773,448,466,2.200000,2.429796,132.689340,56.605220
774,564,356,2.932334,4.195470,129.922730,3.304737
775,561,402,2.461388,3.253278,161.580560,61.150016
776,1347,307,2.755349,3.800738,210.982020,41.438130
777,532,341,3.101572,4.387124,210.443870,2.742965
778,2210,36,2.627023,3.454664,251.071250,12.766475
779,432,31,2.746712,3.721359,116.685580,39.963817
780,1931,177,2.564104,2.825350,130.790270,24.266467
781,1401,420,2.200000,3.057139,233.006670,37.000649
782,865,178,2.200000,2.582345,132.160790,37.761588
783,753,310,3.210662,4.179274,4.557871,14.415463
784,335,341,3.081787,4.200192,188.446760,-1.814948
785,952,203,2.228868,2.680157,172.391430,58.258169
786,424,494,2.200000,2.826053,20.483483,14.806636
787,777,201,2.200000,3.105579,177.129150,61.102343
788,2087,388,2.267009,2.347507,138.125160,26.060015
789,1839,318,3.229123,4.404430,211.263710,33.697188
790,1172,26,2.933239,3.862138,247.430990,39.203173
791,665,335,2.294203,2.725420,27.539398,-8.419664
792,295,329,2.200000,2.770950,197.868150,0.824916
793,1735,45,2.200000,2.992670,114.584550,41.454444
794,401,192,2.200000,2.561951,25.345993,-0.406140
795,973,140,3.077090,4.323042,255.702320,31.679996
796,1645,135,2.773552,3.890956,218.776890,33.923908
797,1434,186,2.954125,3.858682,162.204410,44.654363
798,1287,287,2.991631,4.259741,214.632100,44.827097
799,439,528,2.818127,4.023280,122.728680,46.066075
800,586,635,2.918775,4.236031,220.322760,3.986262
801,1386,188,2.288140,3.348476,229.107030,32.868866
802,620,434,2.201477,3.001273,239.822310,52.045829
803,1610,458,2.329280,3.288720,179.130840,13.620824
804,1763,98,2.607035,3.934120,179.777190,13.627157
805,467,41,2.930523,4.072523,132.048020,-0.238329
806,1374,367,2.933239,3.990629,195.229210,45.759986
807,1051,401,3.171097,4.275858,230.540250,45.773804
808,1681,497,2.200000,2.627865,238.166560,38.006445
809,766,32,2.200000,2.430429,140.998290,49.910952
810,1328,224,2.495830,3.468068,221.922750,51.140191
811,1386,188,2.288140,3.348476,229.107030,32.868866
812,983,301,3.180713,4.139922,312.423290,-0.680933
813,1740,5,2.200000,2.447160,141.684360,10.235928
814,600,560,2.200000,2.995412,188.632170,64.932372
815,1050,156,3.198076,3.274444,228.883190,45.947050
816,1837,214,2.573965,3.062524,240.443820,3.936815
817,1303,231,3.196144,3.686482,142.361890,9.147282
818,1420,249,3.429455,3.494422,244.737010,30.239485
819,1600,276,2.907962,4.213627,158.693930,11.037362
820,1435,342,2.200000,2.473524,163.010510,41.531434
821,529,310,2.253497,3.289838,204.491160,2.305824
822,986,227,2.453428,2.908966,318.574970,-1.196212
823,1322,529,2.603714,3.415103,206.658110,56.821005
824,310,350,2.200000,2.970543,224.779980,0.400363
825,723,589,2.857006,3.820924,342.719420,-8.766730
826,1668,175,2.439144,3.167900,202.824860,51.073668
827,490,286,2.200000,2.976068,163.177120,65.208733
828,1947,416,2.804962,3.718934,147.304540,29.731528
829,434,515,2.844593,4.111093,117.766480,42.703229
830,1303,231,3.196144,3.686482,142.361890,9.147282
831,1969,178,2.569031,3.560980,159.935380,29.986794
832,2035,9,2.537124,3.324360,178.461620,35.236094
833,1464,12,2.200000,2.306541,204.618660,39.989601
834,1369,11,2.949575,3.326142,182.583190,44.447877
835,996,2,2.821645,3.803975,153.293310,5.608377
836,999,628,2.769210,4.053633,159.384950,7.073956
837,790,547,2.428865,3.266108,220.272180,58.235830
838,983,301,3.180713,4.139922,312.423290,-0.680933
839,1172,26,2.933239,3.862138,247.430990,39.203173
840,1379,419,3.299821,3.900500,211.096010,40.086399
841,1573,482,2.200000,3.342091,247.067710,25.227972
842,1055,122,2.725206,3.711618,241.505230,37.012919
843,1454,342,2.343877,3.065425,187.944620,42.719219
844,394,247,2.474164,4.278353,12.526473,-0.888683
845,586,635,2.918775,4.236031,220.322760,3.986262
846,1307,146,2.852568,3.877799,150.505740,9.848584
847,2017,351,2.200000,2.492522,204.830600,28.652460
848,1185,506,2.724349,3.715014,126.041580,4.388447
849,1302,268,2.525740,3.450654,139.976340,8.440789
850,740,37,2.224411,3.185364,343.161040,13.876584
851,770,340,2.200000,2.581315,148.561560,61.082064
852,837,47,4.071663,4.082046,173.587820,3.866923
853,547,404,2.716639,3.828111,124.541820,44.530235
854,1193,430,2.200000,2.755337,137.865070,5.848365
855,436,144,2.955946,4.118300,119.387060,44.240186
856,439,528,2.818127,4.023280,122.728680,46.066075
857,1381,345,2.200000,2.327439,215.749070,38.089885
858,597,169,2.280578,2.994482,173.626810,63.918160
859,274,102,2.200000,2.920390,160.722680,-0.216892
860,991,521,2.200000,2.876870,141.072200,6.014917
861,1399,625,2.288898,3.352624,230.143900,38.651805
862,1350,568,2.273786,2.632459,221.473360,39.856906
863,439,528,2.818127,4.023280,122.728680,46.066075
864,1303,231,3.196144,3.686482,142.361890,9.147282
865,1311,113,3.063969,3.423320,177.445500,56.846700
866,1408,194,3.258438,4.441020,246.187670,27.238549
867,933,551,3.278094,3.839635,130.184120,34.183789
868,1744,318,2.200000,3.254535,149.717490,12.045853
869,334,27,2.252747,2.676355,187.971610,-3.198661
870,962,628,2.392738,3.378226,162.094260,47.710605
871,1402,47,3.331620,4.346723,235.918270,34.295679
872,350,266,2.200000,3.121736,256.770320,64.717588
873,1051,401,3.171097,4.275858,230.540250,45.773804
874,792,86,2.200000,2.250863,225.040140,54.738882
875,1286,463,2.200000,2.444309,211.979440,46.964126
876,349,542,2.245266,2.698254,255.252580,64.202512
877,1594,122,2.294203,2.683790,144.598210,33.769553
878,907,115,3.050889,3.259158,164.541930,55.201574
879,728,422,2.200000,2.265970,317.604910,11.031531
880,1763,98,2.607035,3.934120,179.777190,13.627157
881,1711,205,2.200000,2.331647,220.231490,9.268741
